,ID,title,abstract,authors,date,category,doi,version,author_corresponding,author_corresponding_institution,link_page,link_pdf,license,published,include
66,53379,Optogenetic activation of SST-positive interneurons restores hippocampal theta oscillation impairment induced by soluble amyloid beta oligomers in vivo,"Abnormal accumulation of amyloid {beta} oligomers (A{beta}O) is a hallmark of Alzheimers disease (AD), which leads to learning and memory deficits. Hippocampal theta oscillations that are critical in spatial navigation, learning and memory are impaired in AD. Since GABAergic interneurons, such as somatostatin-positive (SST+) and parvalbumin-positive (PV+) interneurons, are believed to play key roles in the hippocampal oscillogenesis, we asked whether A{beta}O selectively impairs these SST+ and PV+ interneurons. To selectively manipulate SST+ or PV+ interneuron activity in mice with A{beta}O pathology in vivo, we co-injected A{beta}O and adeno-associated virus (AAV) for expressing floxed channelrhodopsin-2 (ChR2) into the hippocampus of SST-Cre or PV-Cre mice. Local field potential (LFP) recordings in vivo in these A{beta}O-injected mice showed a reduction in the peak power of theta oscillations and desynchronization of spikes from CA1 pyramidal neurons relative to theta oscillations compared to those in control mice. Optogenetic-activation of SST+ but not PV+ interneurons in A{beta}O-injected mice fully restored the peak power of theta oscillations and resynchronized the theta spike phases to a level observed in control mice. In vitro whole-cell voltage-clamp recordings in CA1 pyramidal neurons in hippocampal slices treated with A{beta}O revealed that short-term plasticity of SST+ interneuron inhibitory inputs to CA1 pyramidal neurons at theta frequency were selectively disrupted while that of PV+ interneuron inputs were unaffected. Together, our results suggest that dysfunction in inputs from SST+ interneurons to CA1 pyramidal neurons may underlie the impairment of theta oscillations observed in A{beta}O-injected mice in vivo. Our findings identify SST+ interneurons as a target for restoring theta-frequency oscillations in early AD.","Chung, H.; Park, K.; Jang, H. J.; Kohl, M. M.; Kwag, J.",07/11/2018,Neuroscience,10.1101/465112,1,Jeehyun Kwag,Korea University,https://www.biorxiv.org/content/10.1101/465112v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/465112v1.full.pdf,cc_by_nc_nd,10.1007/s00429-020-02044-3,
67,53745,Biobank-wide association scan identifies risk factors for late-onset Alzheimer’s disease and endophenotypes,"Dense genotype data and thousands of phenotypes from large biobanks, coupled with increasingly accessible summary association statistics from genome-wide association studies (GWAS), provide great opportunities to dissect the complex relationships among human traits and diseases. We introduce BADGERS, a powerful method to perform polygenic score-based biobank-wide scans for disease-trait associations. Compared to traditional regression approaches, BADGERS uses GWAS summary statistics as input and does not require multiple traits to be measured on the same cohort. We applied BADGERS to two independent datasets for Alzheimers disease (AD; N=61,212). Among the polygenic risk scores (PRS) for 1,738 traits in the UK Biobank, we identified 48 significant trait PRSs associated with AD after adjusting for multiple testing. Family history, high cholesterol, and numerous traits related to intelligence and education showed strong and independent associations with AD. Further, we identified 41 significant PRSs associated with AD endophenotypes. While family history and high cholesterol were strongly associated with neuropathologies and cognitively-defined AD subgroups, only intelligence and education-related traits predicted pre-clinical cognitive phenotypes. These results provide novel insights into the distinct biological processes underlying various risk factors for AD.","Yan, D.; Hu, B.; Darst, B. F.; Mukherjee, S.; Kunkle, B. W.; Deming, Y.; Dumitrescu, L.; Wang, Y.; Naj, A.; Kuzma, A.; Zhao, Y.; Kang, H.; Johnson, S. C.; Cruchaga, C.; Hohman, T. J.; Crane, P.; Engelman, C. D.; Alzheimer's Disease Genetics Consortium,  ; Lu, Q.",12/11/2018,Genetics,10.1101/468306,1,Qiongshi Lu,University of Wisconsin Madison,https://www.biorxiv.org/content/10.1101/468306v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/468306v1.full.pdf,cc_by_nc_nd,NA,
68,55156,Peripheral blood exosomes pass blood-brain-barrier and induce glial cell activation,"BackgroundExosomes are involved in intracellular communication and contain proteins, mRNAs, miRNAs, and signaling molecules. Exosomes were shown to act as neuroinflammatory mediators involved in neurodegenerative diseases including Alzheimers disease (AD), Parkinsons disease (PD), amyotrophic lateral sclerosis (ALS). Brain aging has been associated to increased neuroinflammation. In addition, a decreased extracellular vesicle concentration was observed in aging tissues. The specific mechanisms how exosomes and aging are connected are not known yet.\n\nResultsHere we have shown that peripheral injection had almost no effect on selected gene expression in the liver. However, exosome injection has led to changes in the specific markers of glial cell activation (CD68, Iba1, GFAP). Interestingly, only injection of exosomes isolated from aged mice induced significant activation of astrocyte cells, as shown by increased GFAP expression.\n\nConclusionTranscription levels of genes GFAP, TGF-{beta}, CD68, Iba1 known to be involved in glial cell function are significantly changing after introduction of peripheral extracellular vesicles. Exosomes were able to pass blood brain barrier and induce glial cell activation. GFAP known to be a specific astrocyte activation marker was significantly higher expressed after injection of old but not young exosomes, indicating a possible role of exosomes in the mechanisms of brain aging.","Morales-Prieto, D. M.; Stojiljkovic, M.; Diezel, C.; Streicher, P.-E.; Roestel, F.; Lindner, J.; Weis, S.; Schmeer, C.; Marz, M.",29/11/2018,Neuroscience,10.1101/471409,1,Manja Marz,"RNA Bioinformatics and High Throughput Analysis, Friedrich Schiller University Jena, Germany",https://www.biorxiv.org/content/10.1101/471409v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/471409v1.full.pdf,cc_no,NA,
69,54329,Association between Apolipoprotein E genotype and the gut microbiome composition in humans and mice,"Apolipoprotein E (APOE) genotype is the strongest prevalent genetic risk factor for Alzheimers disease. Numerous studies have provided insights into the pathological mechanisms. However, a comprehensive understanding of the impact of APOE genotype on microflora speciation and metabolism is completely lacking. The aim of this study was to investigate the association between APOE genotype and the gut microbiome composition in human and APOE-targeted replacement (TR, APOE3 and APOE4) transgenic mice. Faecal microbiota amplicon sequencing from matched individuals with different APOE genotypes revealed no significant differences in overall microbiota diversity (alpha or beta diversity) in group-aggregated human APOE genotypes. However, several bacterial taxa showed significantly different relative abundance between APOE genotypes. Notably, we detected an association of Prevotellaceae and Ruminococcaceae and several butyrate-producing genera abundances with APOE genotypes. These findings were confirmed by comparing the gut microbiota of APOE-TR mice. Furthermore, metabolomic analysis of faecal water from murine samples detected significant differences in microbe-associated amino acids and short-chain fatty acids between APOE genotypes. Together, the findings indicate that APOE genotype associated with specific gut microbiome profiles in both humans and in APOE-TR mice. This suggests that the gut microbiome is worth further investigation as a potential therapeutic target to mitigate the deleterious impact of the APOE4 allele on cognitive decline and the prevention and treatment of AD.","Tran, T. T. T.; Corsini, S.; Kellingray, L.; Hegarty, C.; Le Gall, G.; Narbad, A.; Mu¨ller, M.; Tejera, N.; O'toole, P. W.; Minihane, A.-M.; Vauzour, D.",23/11/2018,Genomics,10.1101/473694,2,David Vauzour,University of East Anglia,https://www.biorxiv.org/content/10.1101/473694v2?versioned=TRUE,https://www.biorxiv.org/content/10.1101/473694v2.full.pdf,cc_no,10.1096/fj.201900071R,
70,54358,Apolipoprotein E interacts with amyloid-ß oligomers via positively cooperative multivalent binding,"Interaction of apolipoprotein E (apoE) isoforms with amyloid-{beta} (A{beta}) peptides is considered a critical determinant of the progression of Alzheimers disease. However, molecular mechanism of the apoE-A{beta} interaction is poorly understood. Here we characterize the nature of the apoE-A{beta} complexes and identify the region of apoE that interacts with A{beta}. We have prepared three distinct fragments of apoE4, viz., the N-terminal fragment (NTF), hinge domain fragment (HDF) and C-terminal fragment (CTF) to compare its interactions with A{beta}. Kinetics of aggregation of A{beta} is delayed dramatically in presence of low, substoichiometric concentrations of both NTF and CTF in lipid-free, as well as, in lipidated forms. Effect of HDF is found to be small. Strong inhibition by NTF and CTF at substoichiometric concentrations indicate interactions with the  intermediates or the oligomers of A{beta}. Kinetics of Forster Resonance Energy Transfer (FRET) between full-length apoE4 labeled with EDANS at positions 62, 139, 210, 247, and 276 and tetramethylrhodamine (TMR)-labeled A{beta} further support involvement of multiple regions of apoE in the interactions. Since the interactions involve intermediates of A{beta} quantitative evaluation of the binding affinities are not feasible. Hence we employed a competitive binding assay to examine whether the N- and C-terminal domains interact cooperatively. Addition of unlabeled full-length apoE eliminates the FRET between EDANS-NTF + EDANS-CTF and TMR-A{beta} almost completely but not vice versa. Furthermore, full-length apoE but not the equimolar mixture of the fragments could displace the already bound EDANS-apoE molecules from the complexes. Therefore, binding affinity of the A{beta} oligomers to the intact full-length apoE is much higher than the affinity to the domains when mixed together as fragments. Thus, our results indicate that apoE-A{beta} complex formation is mediated by positively cooperative multivalent binding between the multiple sites on apoE and the oligomeric forms of A{beta}.","Garai, K.; Ghosh, S.; Sil, T. B.; Dolai, S.",19/11/2018,Biochemistry,10.1101/473892,1,Kanchan Garai,Tata Institute of Fundamental Research,https://www.biorxiv.org/content/10.1101/473892v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/473892v1.full.pdf,cc_by_nc,NA,
71,55184,APOE4 is Associated with Differential Regional Vulnerability to Bioenergetic Deficits in Aged APOE Mice,"The {varepsilon}4 allele of apolipoprotein E (APOE) is the dominant genetic risk factor for late-onset Alzheimers disease (AD). However, the reason for the association between APOE4 and AD remains unclear. While much of the research has focused on the ability of the apoE4 protein to increase the aggregation and decrease the clearance of A{beta}, there is also an abundance of data showing that APOE4 negatively impacts many additional processes in the brain, including bioenergetics. In order to gain a more comprehensive understanding of the APOE4s role in AD pathogenesis, we performed a multi-omic analysis of APOE4 vs. APOE3 expression in the entorhinal cortex (EC) and primary visual cortex (PVC) of aged APOE mice. These studies revealed region-specific alterations in several bioenergetic pathways, including oxidative phosphorylation (OxPhos), the TCA-cycle and fatty acid metabolism. Follow-up analysis utilizing the Seahorse platform revealed decreased mitochondrial respiration in the hippocampus and cortex of aged APOE4 vs. APOE3 mice, but not in the EC of these mice. Additional studies, as well as the original multi-omic data suggest that bioernergetic pathways in the EC of aged APOE mice may be differentially regulated by APOE4 expression. Given the importance of the EC as one of the first regions to be affected by AD pathology in humans, this differential bionenergetic regulation observed in the EC vs. other brain regions of aged APOE4 mice may play an important role in the pathogenesis of AD, particularly among APOE4 carriers.","Nuriel, T.; Larrea, D.; Guilfoyle, D. N.; Pirhaji, L.; Shannon, K.; Arain, H.; Ashok, A.; Pera, M.; Chen, Q.; Dillman, A. A.; Figueroa, H. Y.; Cookson, M. R.; Gross, S. S.; Fraenkel, E.; Duff, K. E.; Area-Gomez, E.",01/12/2018,Neuroscience,10.1101/482422,2,Tal Nuriel,Columbia University Medical Center,https://www.biorxiv.org/content/10.1101/482422v2?versioned=TRUE,https://www.biorxiv.org/content/10.1101/482422v2.full.pdf,cc_by_nd,10.1038/s41598-020-61142-8,
72,55168,"Network-based identification of genetic factors in Ageing, lifestyle and Type 2 Diabetes that Influence in the progression of Alzheimer’s disease","MotivationAlzheimers disease (AD) is currently incurable and the causative risk factors are still poorly understood, which impedes development of effective prevention and treatment strategies. We propose a network-based quantitative framework to reveal details of the complex interaction between the various genetic contributors to AD susceptibility. We analyzed gene expression microarray data from tissues affected by AD, advanced ageing, high alcohol consumption, type II diabetes, high body fat, high dietary fat, obesity, high dietary red meat intake, sedentary lifestyle, smoking, and control datasets. We developed genetic associations and diseasome networks for these factors and AD using the neighborhood-based benchmarking and multilayer network topology approaches.\n\nResultsThe study identified 484 genes differentially expressed between AD and controls. Among these, 27 genes showed elevated expression both in individuals in AD and in smoker datasets; similarly 21 were observed in AD and type II diabetes datasets and 12 for AD and sedentary lifestyle datsets. However, AD shared less than ten such elevated expression genes with other factors examined. 3 genes, namely HLA-DRB4, IGH and IGHA2 showed increased expression among the AD, type II diabetes and alcohol consumption datasets; 2 genes, IGHD and IGHG1, were commonly up-regulated among the AD, type II diabetes, alcohol consumption and sedentary lifestyle datasets. Protein-protein interaction networks identified 10 hub genes: CREBBP, PRKCB, ITGB1, GAD1, GNB5, PPP3CA, CABP1, SMARCA4, SNAP25 and GRIA1. Ontological and pathway analyses genes, including Online Mendelian Inheritance in Man (OMIM) and dbGaP databases were used for gold benchmark gene-disease associations to validate the significance of these putative target genes of AD progression.\n\nConclusionOur network-based methodologies have uncovered molecular pathways that may influence AD development, suggesting novel mechanisms that contribute to AD risk and which may form the basis of new therapeutic and diagnostic approaches.\n\nContactmohammad.moni@sydney.edu.au","Chowdhury, U. N.; Islam, M. B.; Ahmad, S.; Huq, F.; Quinn, J. M. W.; Moni, M. A.",04/12/2018,Molecular Biology,10.1101/482844,2,Mohammad Ali Moni,The University of Sydney,https://www.biorxiv.org/content/10.1101/482844v2?versioned=TRUE,https://www.biorxiv.org/content/10.1101/482844v2.full.pdf,cc_no,10.1016/j.imu.2020.100309,
73,55708,Exenatide reverts the high-fat-diet-induced impairment of BDNF signaling and inflammatory response in an animal model of Alzheimer’s disease,"Backgroundpreclinical, clinical, and epidemiological evidence support the notion that Alzheimers disease(AD) is a multifactorial condition in which, along with {beta}-amyloid (A{beta}) and tau-related pathology, the synergistic activity of genetic, environmental, vascular, metabolic, and inflammatory factors promote the onset and progression of the disease. Epidemiological evidence indicate that glucose intolerance, deficits in insulin secretion or type 2 diabetes mellitus (T2DM) participate in increasing the risk of developing cognitive impairment or dementia. A pivotal role in the process is played by insulin as the hormone critically regulates brain functioning. GLP-1, the glucagon-like peptide 1, facilitates insulin signaling, regulates glucose homeostasis, and modulates synaptic plasticity. Exenatide is a GLP-1R agonist, characterized by an extended half-life, employed in T2DM. However, exenatide has also been shown to affect the signaling of the brain-derived neurotrophic factor (BDNF), synaptic plasticity, and cognitive performances in animal models of brain aging and neurodegeneration.\n\nMethodsin this study, we tested whether exenatide exerts neuroprotection in a preclinical AD model set to mimic the clinical complexity of the human disease. To that aim, we investigated the effects of 3-month exenatide treatment in 3xTg-AD mice challenged for six months with a high-fat diet (HFD). Endpoints of the study were variations in systemic metabolism, insulin and neurotrophic signaling, neuroinflammation, levels of A{beta} and tau pathology as well as changes in cognitive performances.\n\nFindings and interpretationresults of the study indicate that exenatide reverts the adverse changes of BDNF signaling and the neuroinflammation status of 3xTg-AD mice undergoing HFD.","Bomba, M.; Granzotto, A.; Castelli, V.; Lattanzio, R.; Cimini, A.; Sensi, S. L.",04/12/2018,Neuroscience,10.1101/487629,1,Stefano L. Sensi,"University G. d'Annunzio of Chieti-Pescara, Italy",https://www.biorxiv.org/content/10.1101/487629v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/487629v1.full.pdf,cc_by_nc_nd,10.3233/JAD-190237,
74,56308,Novel Alzheimer risk genes determine the microglia response to amyloid-ß but not to TAU pathology,"BackgroundThousands of SNPs associated with risk of Alzheimers disease (AD) in genome-wide association studies (GWAS) do not reach genome-wide significance. When combined, they contribute however to a highly predictive polygenic risk score. The relevance of these subthreshold risk genes to disease, and how their combined predictive power translates into functionally relevant disease pathways, is unknown. We investigate here at the genome-wide level and in an unbiased way to what extent AD risk genes show altered gene expression in the context of increasing A{beta} or Tau pathology in mouse models of AD.\n\nMethodsWe used an existing GWAS data set to generate lists of candidate AD genes at different levels of significance. We performed transcriptomic analysis on wild-type and transgenic APP/PS1 (APPtg) and Thy-TAU22 (TAUtg) mouse models at early and late stage of disease. We used unbiased weighted gene co-expression network analysis (WGCNA) to identify clusters of co-regulated genes responsive to A{beta} or TAU pathology. Gene set enrichment was used to identify clusters that were enriched for AD risk genes.\n\nFindingsConsistent and significant enrichment of AD risk genes was found in only one out of 63 coexpression modules. This module is highly responsive to A{beta} but not to TAU pathology. We identify in this module 18 AD risk genes (p-value=6{middle dot}5e-11) including 11 new ones, GPC2, TREML2, SYK, GRN, SLC2A5, SAMSN1, PYDC1, HEXB, RRBP1, LYN and BLNK. All are expressed in microglia, have a binding site for the transcription factor SPI1 (PU.1), and become significantly upregulated when exposed to A{beta}. A subset regulates FC-gamma receptor mediated phagocytosis.\n\nInterpretationGenetic risk of AD is functionally translated into a microglia pathway responsive to A{beta} pathology. This insight integrates aspects of the amyloid hypothesis with genetic risk associated to sporadic AD.","Sierksma, A.; Lu, A.; Salta, E.; Mancuso, R.; Zoco, J.; Blum, D.; Buee, L.; De Strooper, B.; Fiers, M.",16/01/2019,Neuroscience,10.1101/491902,2,Mark Fiers,VIB - KU Leuven,https://www.biorxiv.org/content/10.1101/491902v2?versioned=TRUE,https://www.biorxiv.org/content/10.1101/491902v2.full.pdf,cc_no,10.15252/emmm.201910606,
75,56954,Farnesyl Transferase Inhibition for the Treatment of Tauopathies,"Tau inclusions are a shared feature of many neurodegenerative conditions and tau mutations lead to frontotemporal dementia. Approaches to treatment of these conditions have focused directly on the tau protein by targeting its post-translational modifications, its levels and its tendency to aggregate. We discovered a novel regulatory pathway for tau degradation that operates through the Rhes protein, a GTPase. Rhes is farnesylated and treatment with the farnesyl transferase inhibitor, lonafarnib, reduced Rhes, attenuated behavioral abnormalities, significantly reduced atrophy, tau inclusions, sumoylation and ubiquitination, as well as microgliosis in the rTg4510 tauopathy mouse. Direct reduction of Rhes levels reproduced the results observed with lonafarnib. The mechanism of lonafarnib action, as mediated by Rhes to reduce tau pathology, operates through the lysosome without involvement of the proteasome. Finally we show that the developmental increase in Rhes levels can be homeostatically regulated in the presence of tau mutations as a protective mechanism through which cells sense abnormal tau before any pathology is present. The extensive human trials of lonafarnib for other conditions, makes this drug ideal for repurposing to treat tauopathies.\n\nOne-sentence summaryVia a mechanism that involves targeting Rhes, lonafarnib can induce lysosomal-mediated tau degradation and prevent pathology in a tau mouse model","Hernandez, I.; Luna, G.; Rauch, J. N.; Giroux, M.; Karch, C. M.; Boctor, D.; Storm, N. J.; Diaz, A.; Zekanowski, C.; Kang, A. A.; Hinman, C.; Cerovac, V.; Guzman, E.; Zhou, H.; Goate, A.; Fisher, S. K.; Cuervo, A. M.; Kosik, K. S.",18/12/2018,Neuroscience,10.1101/500801,1,Kenneth S. Kosik,"Neuroscience Research Institute, University of California, Santa Barbara, CA, 93106, U.S.A.",https://www.biorxiv.org/content/10.1101/500801v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/500801v1.full.pdf,cc_no,NA,
76,57063,Dynamic changes in the brain protein interaction network correlates with progression of Aß42 pathology in Drosophila,"Alzheimers disease (AD), the most prevalent form of dementia, is a progressive and devastating neurodegenerative condition for which there are no effective treatments. Understanding the molecular pathology of AD during disease progression may identify new ways to reduce neuronal damage. Here, we present a longitudinal study tracking dynamic proteomic alterations in the brains of an inducible Drosophila melanogaster model of AD expressing the Arctic mutant A{beta}42 gene. We identified 3093 proteins from flies that were induced to express A{beta}42 and age-matched healthy controls using label-free quantitative ion-mobility data independent analysis mass spectrometry. Of these, 228 proteins were significantly altered by A{beta}42 accumulation and were enriched for AD-associated processes. Network analyses further revealed that these proteins have distinct hub and bottleneck properties in the brain protein interaction network, suggesting that several may have significant effects on brain function. Our unbiased analysis provides useful insights into the key processes governing the progression of amyloid toxicity and forms a basis for further functional analyses in model organisms and translation to mammalian systems.","Scholes, H. M.; Cryar, A.; Kerr, F.; Sutherland, D.; Gethings, L. A.; Vissers, J. P. C.; Lees, J. G.; Orengo, C. A.; Partridge, L.; Thalassinos, K.",08/07/2019,Biochemistry,10.1101/501213,3,Konstantinos Thalassinos,"Institute of Structural and Molecular Biology, UCL",https://www.biorxiv.org/content/10.1101/501213v3?versioned=TRUE,https://www.biorxiv.org/content/10.1101/501213v3.full.pdf,cc_by_nd,10.1038/s41598-020-74748-9,
77,58170,Associations between vascular risk factors and brain MRI indices in UK Biobank,"AimsSeveral factors are known to increase risk for cerebrovascular disease and dementia, but there is limited evidence on associations between multiple vascular risk factors (VRFs) and detailed aspects of brain macro- and microstructure in large community-dwelling populations across middle- and older age.\n\nMethods and ResultsAssociations between VRFs (smoking, hypertension, pulse pressure, diabetes, hypercholersterolaemia, BMI, and waist-hip ratio) and both global and regional brain structural and diffusion MRI markers were examined in UK Biobank (N = 9722, age range 44-77 years). A larger number of VRFs was associated with greater brain atrophy, lower grey matter volume, and poorer white matter health. Effect sizes were small (brain structural R2 [&le;] 1.8%). Higher aggregate vascular risk was related to multiple regional MRI hallmarks associated with dementia risk: lower frontal and temporal cortical volumes, lower subcortical volumes, higher white matter hyperintensity volumes, and poorer white matter microstructure in association and thalamic pathways. Smoking pack years, hypertension and diabetes showed the most consistent associations across all brain measures. Hypercholesterolaemia was not uniquely associated with any MRI marker.\n\nConclusionHigher levels of VRFs were associated with poorer brain health across grey and white matter macro- and microstructure. Effects are mainly additive, converging upon frontal and temporal cortex, subcortical structures, and specific classes of white matter fibres. Though effect sizes were small, these results emphasise the vulnerability of brain health to vascular factors even in relatively healthy middle and older age, and the potential to partly ameliorate cognitive decline by addressing these malleable risk factors.","Cox, S. R.; Lyall, D. M.; Ritchie, S. J.; Bastin, M. E.; Harris, M. A.; Buchanan, C. R.; Fawns-Ritchie, C.; Barbu, M. C.; De Nooij, L.; Reus, L. M.; Alloza, C.; Shen, X.; Neilson, E.; Alderson, H. L.; Hunter, S.; Liewald, D. C.; Whalley, H. C.; Mcintosh, A. M.; Lawrie, S. J.; Pell, J. P.; Tucker-Drob, E. M.; Wardlaw, J. M.; Gale, C. R.; Deary, I. J.",03/01/2019,Neuroscience,10.1101/511253,1,Simon R Cox,University of Edinburgh,https://www.biorxiv.org/content/10.1101/511253v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/511253v1.full.pdf,cc_by,10.1093/eurheartj/ehz100,
78,60957,Reconstructing and Analysing The Genome of The Last Eukaryote Common Ancestor to Better Understand the Transition from FECA to LECA.,"It is still a matter of debate whether the First Eukaryote Common Ancestor (FECA) arose from the merger of an archaeal host with an alphaproteobacterium, or was a proto-eukaryote with significant eukaryotic characteristics way before endosymbiosis occurred. The Last Eukaryote Common Ancestor (LECA) as its descendant is thought to be an entity that possessed functional and cellular complexity comparable to modern organisms. The precise nature and physiology of both of these organisms has been a long-standing, unanswered question in evolutionary and cell biology. Recently, a much broader diversity of eukaryotic genomes has become available and this means we can reconstruct early eukaryote evolution with a greater deal of precision. Here, we reconstruct a hypothetical genome for LECA from modern eukaryote genomes. The constituent genes were mapped onto 454 pathways from the KEGG database covering cellular, genetic, and metabolic processes across six model species to provide functional insights into its capabilities. We reconstruct a LECA that was a facultatively anaerobic, single-celled organism, similar to a modern Protist possessing complex predatory and sexual behaviour. We go on to examine how much of these capabilities arose along the FECA-to-LECA transition period. We see a at least 1,554 genes gained by FECA during this evolutionary period with extensive remodelling of pathways relating to lipid metabolism, cellular processes, genetic information processing, protein processing, and signalling. We extracted the BRITE classifications for the genes from the KEGG database, which arose during the transition from FECA-to-LECA and examine the types of genes that saw the most gains and what novel classifications were introduced. Two-thirds of our reconstructed LECA genome appears to be prokaryote in origin and the remaining third consists of genes with functional classifications that originate from prokaryote homologs in our LECA genome. Signal transduction and Post Translational Modification elements stand out as the primary novel classes of genes developed during this period. These results suggest that largely the eukaryote common ancestors achieved the defining characteristics of modern eukaryotes by primarily expanding on prokaryote biology and gene families.","Newman, D.; Whelan, F.; Moore, M.; Rusilowicz, M.; Mcinerney, J. O.",01/02/2019,Evolutionary Biology,10.1101/538264,1,James O Mcinerney,University of Nottingham,https://www.biorxiv.org/content/10.1101/538264v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/538264v1.full.pdf,cc_by,NA,
79,60991,Alzheimer’s disease clinical variants show distinct regional patterns of neurofibrillary tangle accumulation,"BackgroundNeurofibrillary tangle (NFT) pathology in Alzheimers disease (AD) follows a stereotypic progression well-characterized by Braak staging. However, some AD cases show deviations from the Braak staging scheme. In this study, we tested the hypothesis that these variations in the regional distribution of tau pathology are linked to heterogeneity in the clinical phenotypes of AD.

MethodsWe included a clinicopathological cohort of ninety-four AD cases enriched for atypical clinical presentations. Subjects underwent apolipoprotein E (APOE) genotyping and neuropsychological testing. Main cognitive domains (executive, visuospatial, language, and memory function) were assessed using an established composite z-score. We assessed NFT density and distribution from thioflavin S fluorescent microscopy throughout four neocortical and two hippocampal regions. A mathematical algorithm classifying AD cases into typical, hippocampal sparing (HpSp), and limbic predominant (LP) subtypes based on regional NFT burden was compared to unbiased hierarchical clustering for cases with Braak stage > IV.

ResultsPatients diagnosed with logopenic primary progressive aphasia showed significantly higher NFT density in the superior temporal gyrus relative to patients diagnosed with Alzheimer-type dementia (p = 0.0091), while patients with corticobasal syndrome showed significantly higher NFT density in the primary motor cortex (p = 0.0205). Hierarchical clustering identified three discrete clusters of patients characterized respectively by low overall NFT burden (n = 18), high overall burden (n = 30), and cortical-predominant burden (n = 24). A regionally specific effect was observed for visuospatial ability; higher NFT density in the angular gyrus ({beta} = - 0.0921, p = 0.0099) and in the CA1 sector of the hippocampus ({beta} = -0.0735, p = 0.0380) was significantly associated with more severe visuospatial dysfunction, modulated by age of death.

ConclusionsOur results suggest domain-specific functional consequences of regional NFT accumulation. In particular, we observed focal aggregation of NFT density in clinically relevant regions among different clinical AD variants. Continued work to map the regionally specific clinical consequences of tau accumulation presents an opportunity to increase understanding of disease mechanisms underlying atypical clinical manifestations.","Petersen, C.; Nolan, A. L.; Resende, E. D. P. F.; Miller, Z.; Ehrenberg, A. J.; Gorno-Tempini, M. L.; Rosen, H. J.; Kramer, J. H.; Spina, S.; Rabinovici, G. D.; Miller, B. L.; Seeley, W.; Miller, Z.; Heinsen, H.; Grinberg, L.",09/04/2019,Pathology,10.1101/538496,2,Lea Grinberg,"University of California, San Francisco",https://www.biorxiv.org/content/10.1101/538496v2?versioned=TRUE,https://www.biorxiv.org/content/10.1101/538496v2.full.pdf,cc_no,10.1007/s00401-019-02036-6,
80,60993,Therapeutic Targeting of Casein Kinase 1d/e in an Alzheimer's Disease Mouse Model,"Sleep disturbances and memory impairment are common symptoms of Alzheimers disease (AD). Given that the circadian clock regulates sleep, hippocampal function, and neurodegeneration, it represents a therapeutic target against AD. Casein kinase 1{delta}/{varepsilon} (CK1{delta}/{varepsilon}) are clock regulators and overexpressed in AD brains, making them viable targets to improve sleep and cognition. We assessed the effects of a small molecule CK1{delta}/{varepsilon} inhibitor (PF-670462) in a cellular model of circadian clocks and in 3xTg-AD mice. Mass spectrometry-based proteomic analyses revealed that PF-670462 treatment in vitro upregulated multiple proteins that are downregulated in AD, while administration in 3xTg-AD mice reversed hippocampal proteomic alterations in diverse AD-associated and clock-regulated pathways, including synaptic plasticity and amyloid precursor protein processing. Furthermore, PF-670462 rescued working memory and normalized behavioural circadian rhythms in 3xTg-AD mice. Our study provides proof of concept for CK1{delta}/{varepsilon} inhibition and direct clock modulation against AD-related proteomic changes, memory impairment, and circadian disturbances.","Adler, P.; Mayne, J.; Walker, K.; Ning, Z.; Figeys, D.",03/02/2019,Biochemistry,10.1101/539627,1,Daniel Figeys,University of Ottawa,https://www.biorxiv.org/content/10.1101/539627v1?versioned=TRUE,https://www.biorxiv.org/content/10.1101/539627v1.full.pdf,cc_no,10.1021/acs.jproteome.9b00312,
